question,answer
Doanh nghiệp có phải đóng bảo hiểm thất nghiệp cho người lao động không?,"Có, doanh nghiệp phải đóng bảo hiểm thất nghiệp cho người lao động theo quy định của pháp luật."
Doanh nghiệp phải làm gì khi vi phạm quy định về thuế?,Doanh nghiệp phải nộp phạt và thực hiện các biện pháp khắc phục vi phạm theo quy định của pháp luật.
Doanh nghiệp có phải xin phép khi sử dụng lao động nước ngoài không?,"Có, doanh nghiệp phải xin giấy phép lao động cho lao động nước ngoài và tuân thủ các quy định về sử dụng lao động nước ngoài."
Doanh nghiệp có thể tự mình phát hành cổ phiếu không?,"Không, doanh nghiệp phải tuân thủ các quy định của pháp luật về phát hành cổ phiếu và phải được sự chấp thuận của cơ quan có thẩm quyền."
Doanh nghiệp có thể thuê đất của nhà nước để kinh doanh không?,"Có, doanh nghiệp có thể thuê đất của nhà nước để kinh doanh nhưng phải tuân thủ các quy định về thuê đất và sử dụng đất."
Doanh nghiệp có bắt buộc phải có hội đồng quản trị không?,"Công ty cổ phần bắt buộc phải có hội đồng quản trị, trong khi các loại hình doanh nghiệp khác không bắt buộc phải có."
Doanh nghiệp có thể sử dụng tiền mặt để thanh toán các giao dịch lớn không?,"Không, doanh nghiệp phải sử dụng các phương thức thanh toán không dùng tiền mặt cho các giao dịch lớn theo quy định của pháp luật."
Doanh nghiệp có quyền tạm ngừng hoạt động kinh doanh không?,"Có, doanh nghiệp có quyền tạm ngừng hoạt động kinh doanh nhưng phải thông báo với cơ quan đăng ký kinh doanh và các cơ quan liên quan."
Doanh nghiệp có phải báo cáo tài chính giữa niên độ không?,"Có, các doanh nghiệp niêm yết trên sàn chứng khoán và một số doanh nghiệp khác theo quy định của pháp luật phải báo cáo tài chính giữa niên độ."
Doanh nghiệp có quyền bảo vệ bí mật kinh doanh của mình không?,"Có, doanh nghiệp có quyền bảo vệ bí mật kinh doanh của mình và có thể áp dụng các biện pháp bảo vệ theo quy định của pháp luật."
Doanh nghiệp có thể thuê ngoài dịch vụ pháp lý không?,"Có, doanh nghiệp có thể thuê ngoài dịch vụ pháp lý từ các công ty luật hoặc các luật sư."
Doanh nghiệp phải làm gì khi có thay đổi về vốn điều lệ?,Doanh nghiệp phải thông báo thay đổi về vốn điều lệ với cơ quan đăng ký kinh doanh và cập nhật thông tin trên Giấy chứng nhận đăng ký doanh nghiệp.
Doanh nghiệp có thể tham gia hoạt động xuất nhập khẩu không?,"Có, doanh nghiệp có thể tham gia hoạt động xuất nhập khẩu nhưng phải tuân thủ các quy định về hải quan, thuế xuất nhập khẩu, và các quy định liên quan khác."
Doanh nghiệp có quyền từ chối kiểm toán không?,"Không, các doanh nghiệp bắt buộc phải kiểm toán theo quy định của pháp luật không có quyền từ chối kiểm toán."
Doanh nghiệp có thể chuyển nhượng cổ phần không?,"Có, cổ đông của công ty cổ phần có quyền chuyển nhượng cổ phần của mình cho người khác theo quy định của pháp luật."
Doanh nghiệp có thể tự mình định giá tài sản không?,"Không, doanh nghiệp phải sử dụng dịch vụ định giá của các tổ chức định giá chuyên nghiệp được pháp luật công nhận."
Doanh nghiệp có phải lập báo cáo về tình hình tài chính cho cổ đông không?,"Có, doanh nghiệp phải lập báo cáo về tình hình tài chính và công bố cho cổ đông theo quy định của pháp luật."
Doanh nghiệp có phải tuân thủ các quy định về an toàn vệ sinh lao động không?,"Có, doanh nghiệp phải tuân thủ các quy định về an toàn vệ sinh lao động và đảm bảo môi trường làm việc an toàn cho người lao động."
Doanh nghiệp có thể mua bảo hiểm trách nhiệm nghề nghiệp không?,"Có, doanh nghiệp có thể mua bảo hiểm trách nhiệm nghề nghiệp để bảo vệ trước các rủi ro pháp lý và tài chính."
Doanh nghiệp có thể tổ chức các chương trình đào tạo cho nhân viên không?,"Có, doanh nghiệp nên tổ chức các chương trình đào tạo cho nhân viên để nâng cao kỹ năng và hiệu quả làm việc."
Doanh nghiệp phải làm gì khi có tranh chấp hợp đồng kinh tế?,"Doanh nghiệp có thể giải quyết tranh chấp hợp đồng kinh tế thông qua hòa giải, trọng tài, hoặc tòa án theo quy định của pháp luật."
Doanh nghiệp có thể sử dụng lao động chưa thành niên không?,"Có, nhưng doanh nghiệp phải tuân thủ các quy định về sử dụng lao động chưa thành niên như giới hạn về thời gian làm việc và điều kiện làm việc."
Doanh nghiệp có thể tham gia đấu thầu các dự án công không?,"Có, doanh nghiệp có thể tham gia đấu thầu các dự án công nhưng phải tuân thủ các quy định về đấu thầu và hồ sơ mời thầu."
Doanh nghiệp có phải đăng ký sở hữu trí tuệ cho sản phẩm không?,"Không bắt buộc, nhưng doanh nghiệp nên đăng ký sở hữu trí tuệ cho sản phẩm để bảo vệ quyền lợi và tránh tranh chấp pháp lý."
Doanh nghiệp có thể sử dụng dịch vụ quảng cáo trực tuyến không?,"Có, doanh nghiệp có thể sử dụng dịch vụ quảng cáo trực tuyến để tiếp cận khách hàng và quảng bá sản phẩm."
Doanh nghiệp phải làm gì khi có sự cố về an toàn lao động?,Doanh nghiệp phải báo cáo sự cố về an toàn lao động cho cơ quan quản lý lao động và thực hiện các biện pháp khắc phục kịp thời.
Doanh nghiệp có thể thuê dịch vụ quản lý tài sản không?,"Có, doanh nghiệp có thể thuê dịch vụ quản lý tài sản từ các công ty quản lý tài sản chuyên nghiệp."
Doanh nghiệp có quyền từ chối cung cấp thông tin cho khách hàng không?,"Không, doanh nghiệp phải cung cấp thông tin đầy đủ và trung thực cho khách hàng về sản phẩm, dịch vụ của mình."
Doanh nghiệp có thể ký kết hợp đồng hợp tác với đối tác nước ngoài không?,"Có, doanh nghiệp có thể ký kết hợp đồng hợp tác với đối tác nước ngoài nhưng phải tuân thủ các quy định của pháp luật về hợp tác quốc tế."
Doanh nghiệp phải làm gì khi có thay đổi về người quản lý doanh nghiệp?,Doanh nghiệp phải thông báo thay đổi về người quản lý doanh nghiệp với cơ quan đăng ký kinh doanh và cập nhật thông tin trên Giấy chứng nhận đăng ký doanh nghiệp.
Doanh nghiệp có thể mua lại cổ phần của mình không?,"Có, doanh nghiệp có thể mua lại cổ phần của mình theo quy định của pháp luật về mua lại cổ phần."
Doanh nghiệp có quyền khởi kiện đối tác không?,"Có, doanh nghiệp có quyền khởi kiện đối tác khi có tranh chấp hoặc vi phạm hợp đồng theo quy định của pháp luật."
Doanh nghiệp có thể thay đổi tên doanh nghiệp không?,"Có, doanh nghiệp có thể thay đổi tên doanh nghiệp bằng cách đăng ký thay đổi với cơ quan đăng ký kinh doanh."
Doanh nghiệp có thể sử dụng lao động thời vụ không?,"Có, doanh nghiệp có thể sử dụng lao động thời vụ nhưng phải tuân thủ các quy định về hợp đồng lao động và quyền lợi của người lao động."
Doanh nghiệp có quyền yêu cầu bồi thường thiệt hại không?,"Có, doanh nghiệp có quyền yêu cầu bồi thường thiệt hại khi bị vi phạm hợp đồng hoặc gây thiệt hại bởi bên thứ ba."
Doanh nghiệp có phải tuân thủ các quy định về phòng cháy chữa cháy không?,"Có, doanh nghiệp phải tuân thủ các quy định về phòng cháy chữa cháy và đảm bảo các biện pháp an toàn phòng cháy chữa cháy."
Doanh nghiệp có thể đăng ký nhiều ngành nghề kinh doanh không?,"Có, doanh nghiệp có thể đăng ký nhiều ngành nghề kinh doanh nhưng phải đáp ứng các điều kiện và yêu cầu của từng ngành nghề."
Doanh nghiệp phải làm gì khi có khiếu nại từ khách hàng?,"Doanh nghiệp phải tiếp nhận, giải quyết khiếu nại từ khách hàng và thực hiện các biện pháp khắc phục nếu cần thiết."
Doanh nghiệp có quyền yêu cầu kiểm tra chất lượng hàng hóa không?,"Có, doanh nghiệp có quyền yêu cầu kiểm tra chất lượng hàng hóa từ nhà cung cấp hoặc các tổ chức kiểm định chất lượng."
Doanh nghiệp có thể mở văn phòng đại diện ở nước ngoài không?,"Có, doanh nghiệp có thể mở văn phòng đại diện ở nước ngoài nhưng phải tuân thủ các quy định của pháp luật về hoạt động của văn phòng đại diện."
Doanh nghiệp có quyền yêu cầu thanh toán trước không?,"Có, doanh nghiệp có quyền yêu cầu thanh toán trước một phần hoặc toàn bộ giá trị hợp đồng tùy theo thỏa thuận giữa các bên."
Doanh nghiệp có thể ký hợp đồng với cá nhân không?,"Có, doanh nghiệp có thể ký hợp đồng với cá nhân cho các công việc cụ thể hoặc dịch vụ theo thỏa thuận."
Doanh nghiệp có phải đăng ký với cơ quan thuế khi thay đổi địa chỉ không?,"Có, doanh nghiệp phải đăng ký thay đổi địa chỉ với cơ quan thuế để cập nhật thông tin và tiếp tục nộp thuế đúng quy định."
Doanh nghiệp có thể sử dụng hóa đơn điện tử không?,"Có, doanh nghiệp có thể sử dụng hóa đơn điện tử theo quy định của pháp luật về hóa đơn."
Doanh nghiệp có phải chịu trách nhiệm về sản phẩm lỗi không?,"Có, doanh nghiệp phải chịu trách nhiệm về sản phẩm lỗi và thực hiện các biện pháp khắc phục như đổi trả hoặc sửa chữa sản phẩm."
Doanh nghiệp có thể ký hợp đồng thuê văn phòng không?,"Có, doanh nghiệp có thể ký hợp đồng thuê văn phòng để làm trụ sở kinh doanh theo thỏa thuận với chủ cho thuê."
Doanh nghiệp có quyền tuyển dụng lao động mới không?,"Có, doanh nghiệp có quyền tuyển dụng lao động mới để đáp ứng nhu cầu sản xuất, kinh doanh của mình."
Doanh nghiệp có phải nộp báo cáo thuế hàng tháng không?,"Có, doanh nghiệp phải nộp báo cáo thuế hàng tháng hoặc hàng quý tùy theo quy định của cơ quan thuế."
Các quy định về an toàn lao động trong xây dựng là gì?,"Các quy định về an toàn lao động trong xây dựng bao gồm việc sử dụng trang thiết bị bảo hộ, quy trình làm việc an toàn và các biện pháp phòng ngừa tai nạn lao động."
Luật xây dựng quy định như thế nào về việc xin giấy phép xây dựng?,"Theo luật xây dựng, trước khi tiến hành xây dựng, chủ đầu tư phải xin giấy phép xây dựng từ cơ quan quản lý nhà nước có thẩm quyền."
Những trường hợp nào được miễn giấy phép xây dựng?,"Các trường hợp được miễn giấy phép xây dựng bao gồm công trình sửa chữa, cải tạo không làm thay đổi kết cấu chịu lực, công trình thuộc bí mật quốc gia, và các công trình xây dựng tạm."
Thời hạn cấp giấy phép xây dựng là bao lâu?,Thời hạn cấp giấy phép xây dựng không quá 20 ngày kể từ ngày nhận đủ hồ sơ hợp lệ.
Những hồ sơ nào cần nộp để xin giấy phép xây dựng?,"Hồ sơ xin giấy phép xây dựng bao gồm đơn xin cấp giấy phép xây dựng, bản vẽ thiết kế công trình, và các giấy tờ liên quan đến quyền sử dụng đất."
Các bước kiểm tra chất lượng công trình xây dựng là gì?,"Các bước kiểm tra chất lượng công trình xây dựng bao gồm kiểm tra vật liệu, kiểm tra thi công, và nghiệm thu công trình."
Quy định về bảo hành công trình xây dựng như thế nào?,"Theo luật xây dựng, chủ đầu tư có trách nhiệm bảo hành công trình trong thời gian tối thiểu là 24 tháng kể từ ngày nghiệm thu."
Luật xây dựng quy định như thế nào về quản lý chi phí xây dựng?,"Luật xây dựng quy định rằng chi phí xây dựng phải được lập, thẩm định và phê duyệt theo đúng quy trình và phải công khai, minh bạch."
Những điều kiện cần thiết để được cấp chứng chỉ hành nghề xây dựng là gì?,"Để được cấp chứng chỉ hành nghề xây dựng, cá nhân phải có đủ trình độ chuyên môn, kinh nghiệm làm việc và đáp ứng các yêu cầu về đạo đức nghề nghiệp."
Các biện pháp xử lý khi phát hiện vi phạm trong xây dựng là gì?,"Khi phát hiện vi phạm trong xây dựng, cơ quan quản lý nhà nước có thể đình chỉ thi công, xử phạt hành chính hoặc yêu cầu tháo dỡ công trình vi phạm."
Quy định về bảo vệ môi trường trong xây dựng như thế nào?,"Luật xây dựng quy định rằng công trình xây dựng phải tuân thủ các quy định về bảo vệ môi trường, bao gồm xử lý chất thải, tiếng ồn và bảo vệ cảnh quan."
Những nguyên tắc cơ bản trong thiết kế xây dựng là gì?,"Nguyên tắc cơ bản trong thiết kế xây dựng bao gồm đảm bảo an toàn, tiện ích sử dụng, thẩm mỹ và tiết kiệm chi phí."
Luật xây dựng có quy định gì về phòng cháy chữa cháy?,"Theo luật xây dựng, mọi công trình xây dựng phải có hệ thống phòng cháy chữa cháy đạt tiêu chuẩn và phải được kiểm tra định kỳ."
Quy định về sử dụng vật liệu xây dựng như thế nào?,"Vật liệu xây dựng phải đảm bảo chất lượng, nguồn gốc xuất xứ rõ ràng và phải phù hợp với quy chuẩn kỹ thuật quốc gia."
Những trách nhiệm của chủ đầu tư trong quá trình xây dựng là gì?,"Chủ đầu tư có trách nhiệm đảm bảo an toàn lao động, chất lượng công trình và tuân thủ các quy định pháp luật liên quan đến xây dựng."
Quy định về hợp đồng xây dựng như thế nào?,"Hợp đồng xây dựng phải được lập thành văn bản, ghi rõ các điều khoản về phạm vi công việc, thời gian, chi phí và trách nhiệm của các bên."
Quy trình giám sát thi công công trình xây dựng là gì?,"Quy trình giám sát thi công bao gồm kiểm tra chất lượng vật liệu, kiểm tra tiến độ thi công và giám sát tuân thủ thiết kế kỹ thuật."
Những quy định về xử lý chất thải xây dựng là gì?,"Chất thải xây dựng phải được phân loại, thu gom và xử lý đúng quy định để tránh ô nhiễm môi trường."
Quy định về việc sử dụng lao động trong xây dựng như thế nào?,Luật xây dựng quy định rằng lao động trong xây dựng phải được trang bị đầy đủ trang thiết bị bảo hộ và phải tuân thủ các quy định về an toàn lao động.
Những yêu cầu về an toàn khi làm việc trên cao là gì?,"Khi làm việc trên cao, công nhân phải sử dụng dây đai an toàn, lưới an toàn và các biện pháp bảo vệ khác để phòng ngừa tai nạn."
Quy định về kiểm định chất lượng vật liệu xây dựng là gì?,Vật liệu xây dựng phải được kiểm định chất lượng bởi các cơ quan chức năng và phải đáp ứng các tiêu chuẩn kỹ thuật quốc gia.
Những quy định về phòng ngừa và xử lý sự cố trong xây dựng là gì?,"Các quy định bao gồm việc lập kế hoạch phòng ngừa, xây dựng phương án xử lý sự cố và tổ chức diễn tập thường xuyên."
Quy định về quyền và nghĩa vụ của nhà thầu trong xây dựng như thế nào?,"Nhà thầu có quyền yêu cầu thanh toán đúng hạn, nghĩa vụ đảm bảo chất lượng và tiến độ công trình, và tuân thủ các quy định pháp luật."
Những điều kiện để được cấp giấy phép hoạt động xây dựng là gì?,"Điều kiện bao gồm có đủ năng lực tài chính, đội ngũ kỹ thuật viên chuyên nghiệp và các giấy tờ pháp lý liên quan."
Quy định về kiểm tra định kỳ công trình xây dựng là gì?,Công trình xây dựng phải được kiểm tra định kỳ theo kế hoạch và phải lập biên bản kiểm tra để lưu trữ hồ sơ.
Những quy định về đảm bảo an toàn điện trong xây dựng là gì?,"Các quy định bao gồm sử dụng thiết bị điện đạt tiêu chuẩn, lắp đặt hệ thống chống sét và thực hiện kiểm tra định kỳ."
Quy định về lập kế hoạch xây dựng là gì?,"Kế hoạch xây dựng phải bao gồm dự toán chi phí, tiến độ thi công, và các biện pháp đảm bảo an toàn, vệ sinh môi trường."
Những quy định về quản lý chất lượng công trình xây dựng là gì?,"Công trình phải được thực hiện theo đúng thiết kế, sử dụng vật liệu đạt chuẩn và phải qua các bước kiểm tra, nghiệm thu chặt chẽ."
Quy định về việc bảo vệ di sản văn hóa trong quá trình xây dựng là gì?,"Khi xây dựng gần khu vực di sản văn hóa, phải có biện pháp bảo vệ và không được làm ảnh hưởng đến di sản."
Những quy định về việc xử lý đất yếu trong xây dựng là gì?,"Đất yếu phải được xử lý bằng các biện pháp kỹ thuật như gia cố, đóng cọc hoặc thay đất trước khi tiến hành xây dựng."
Quy định về bảo vệ quyền lợi người tiêu dùng trong xây dựng là gì?,Người tiêu dùng có quyền yêu cầu bồi thường khi công trình không đảm bảo chất lượng và được bảo hành trong thời gian quy định.
Những quy định về vệ sinh môi trường trong xây dựng là gì?,"Các quy định bao gồm việc thu gom, xử lý chất thải xây dựng, giảm thiểu tiếng ồn và bụi bẩn trong quá trình thi công."
Quy định về an toàn khi thi công công trình ngầm là gì?,"Công trình ngầm phải có biện pháp chống sạt lở, đảm bảo thông gió và chiếu sáng, và phải có lối thoát hiểm an toàn."
Những quy định về sử dụng thiết bị nâng hạ trong xây dựng là gì?,"Thiết bị nâng hạ phải đảm bảo an toàn, được kiểm định định kỳ và chỉ do người có chuyên môn vận hành."
Quy định về bảo vệ người lao động trong xây dựng như thế nào?,"Người lao động phải được trang bị bảo hộ lao động, huấn luyện an toàn lao động và có chế độ bảo hiểm lao động."
Những quy định về quản lý tiến độ xây dựng là gì?,"Tiến độ xây dựng phải được lập kế hoạch chi tiết, có biện pháp kiểm soát và phải báo cáo tiến độ thường xuyên."
Quy định về an toàn khi sử dụng máy móc trong xây dựng là gì?,"Máy móc phải được kiểm tra, bảo dưỡng định kỳ, và người vận hành phải được đào tạo và có chứng chỉ phù hợp."
Những quy định về phòng chống thiên tai trong xây dựng là gì?,"Công trình xây dựng phải có biện pháp phòng chống lũ lụt, động đất và các hiện tượng thiên tai khác, đảm bảo an toàn cho người và tài sản."
Quy định về sử dụng nguồn nước trong xây dựng là gì?,"Nguồn nước sử dụng trong xây dựng phải đảm bảo chất lượng, không gây ô nhiễm môi trường và phải được sử dụng tiết kiệm."
Những quy định về kiểm tra chất lượng công trình trước khi bàn giao là gì?,"Trước khi bàn giao, công trình phải được kiểm tra toàn bộ về chất lượng, an toàn và phải được nghiệm thu bởi các cơ quan chức năng."
Quy định về quản lý chi phí đầu tư xây dựng như thế nào?,"Chi phí đầu tư xây dựng phải được lập, thẩm định và phê duyệt đúng quy trình, đảm bảo công khai, minh bạch và tiết kiệm."
Những quy định về bảo vệ tài sản công trình xây dựng là gì?,"Công trình xây dựng phải có biện pháp bảo vệ tài sản, phòng chống trộm cắp và bảo quản vật liệu đúng quy định."
Quy định về an toàn khi làm việc trong không gian kín là gì?,"Làm việc trong không gian kín phải đảm bảo thông gió, có biện pháp bảo vệ hô hấp và phải có lối thoát hiểm an toàn."
Những quy định về kiểm tra và bảo dưỡng thiết bị xây dựng là gì?,"Thiết bị xây dựng phải được kiểm tra định kỳ, bảo dưỡng theo quy trình và chỉ do người có chuyên môn thực hiện."
Quy định về bảo vệ an toàn khi thi công gần khu vực dân cư là gì?,"Thi công gần khu vực dân cư phải có biện pháp giảm thiểu tiếng ồn, bụi bẩn và phải có rào chắn an toàn."
Những quy định về xử lý nước thải xây dựng là gì?,"Nước thải xây dựng phải được xử lý trước khi thải ra môi trường, đảm bảo không gây ô nhiễm nguồn nước."
Quy định về bảo vệ cây xanh trong quá trình xây dựng là gì?,"Cây xanh trong khu vực xây dựng phải được bảo vệ, tránh chặt phá và phải có biện pháp chăm sóc nếu bị ảnh hưởng."
Những quy định về an toàn khi sử dụng điện trong xây dựng là gì?,"Hệ thống điện trong xây dựng phải đảm bảo an toàn, có biện pháp chống rò rỉ điện và phải được kiểm tra định kỳ."
Quy định về quản lý chất lượng công trình xây dựng dân dụng như thế nào?,"Công trình dân dụng phải được thực hiện theo đúng thiết kế, sử dụng vật liệu đạt chuẩn và phải qua các bước kiểm tra, nghiệm thu chặt chẽ."
Những quy định về bảo vệ tài nguyên thiên nhiên trong xây dựng là gì?,"Xây dựng phải đảm bảo sử dụng tiết kiệm tài nguyên thiên nhiên, tránh khai thác quá mức và phải có biện pháp tái tạo."
Quy định về quản lý an toàn lao động tại công trường xây dựng là gì?,"Công trường xây dựng phải có kế hoạch quản lý an toàn lao động, bao gồm huấn luyện an toàn cho công nhân và kiểm tra định kỳ."
Những quy định về đảm bảo an toàn khi thi công cầu đường là gì?,"Thi công cầu đường phải có biện pháp đảm bảo an toàn giao thông, giảm thiểu tai nạn và phải có biện pháp bảo vệ môi trường."
Quy định về việc bảo vệ người dân sống gần công trường xây dựng là gì?,"Công trường xây dựng phải có biện pháp bảo vệ an toàn cho người dân sống gần đó, giảm thiểu tiếng ồn và bụi bẩn."
Những quy định về bảo quản vật liệu xây dựng là gì?,"Vật liệu xây dựng phải được bảo quản đúng quy cách, tránh ẩm mốc và hư hỏng, và phải có biện pháp chống trộm."
Quy định về bảo vệ sức khỏe người lao động trong xây dựng là gì?,"Người lao động phải được khám sức khỏe định kỳ, trang bị bảo hộ lao động và phải có chế độ bảo hiểm sức khỏe."
Những quy định về kiểm tra và nghiệm thu công trình xây dựng là gì?,"Công trình phải được kiểm tra và nghiệm thu theo đúng quy trình, có biên bản nghiệm thu và phải được phê duyệt bởi cơ quan chức năng."
Quy định về an toàn khi sử dụng máy hàn trong xây dựng là gì?,"Máy hàn phải được kiểm tra trước khi sử dụng, người sử dụng phải được huấn luyện an toàn và phải có biện pháp chống cháy nổ."
Những quy định về bảo vệ an toàn lao động khi làm việc trên cao là gì?,"Người lao động làm việc trên cao phải sử dụng dây đai an toàn, lưới an toàn và các biện pháp bảo vệ khác để phòng ngừa tai nạn."
Quy định về quản lý chất lượng công trình xây dựng công nghiệp như thế nào?,"Công trình xây dựng công nghiệp phải tuân thủ các tiêu chuẩn kỹ thuật, sử dụng vật liệu đạt chuẩn và phải qua các bước kiểm tra, nghiệm thu chặt chẽ."
Những quy định về an toàn khi sử dụng cần cẩu trong xây dựng là gì?,"Cần cẩu phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ môi trường trong quá trình thi công công trình là gì?,"Thi công công trình phải có biện pháp giảm thiểu ô nhiễm, bảo vệ hệ sinh thái và xử lý chất thải đúng quy định."
Những quy định về an toàn khi làm việc với hóa chất trong xây dựng là gì?,"Hóa chất phải được bảo quản đúng quy cách, người làm việc với hóa chất phải được trang bị bảo hộ và phải có biện pháp xử lý khi có sự cố."
Quy định về bảo vệ tài sản công trình xây dựng trong quá trình thi công là gì?,"Tài sản công trình phải được bảo vệ, có biện pháp chống trộm và phải được bảo quản đúng quy cách."
Những quy định về an toàn khi sử dụng xe nâng trong xây dựng là gì?,"Xe nâng phải được kiểm tra trước khi sử dụng, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ người lao động khi làm việc trong môi trường nguy hiểm là gì?,"Người lao động phải được trang bị bảo hộ, huấn luyện an toàn và phải có biện pháp bảo vệ khi làm việc trong môi trường nguy hiểm."
Những quy định về an toàn khi làm việc dưới lòng đất là gì?,"Làm việc dưới lòng đất phải có biện pháp chống sụt lún, đảm bảo thông gió và chiếu sáng, và phải có lối thoát hiểm an toàn."
Quy định về bảo vệ môi trường trong quá trình khai thác mỏ là gì?,"Khai thác mỏ phải có biện pháp giảm thiểu ô nhiễm, phục hồi môi trường sau khai thác và tuân thủ các quy định về bảo vệ môi trường."
Những quy định về an toàn khi sử dụng máy xúc trong xây dựng là gì?,"Máy xúc phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ sức khỏe người lao động trong quá trình thi công là gì?,"Người lao động phải được khám sức khỏe định kỳ, trang bị bảo hộ lao động và phải có chế độ bảo hiểm sức khỏe."
Những quy định về an toàn khi làm việc với thiết bị điện trong xây dựng là gì?,"Thiết bị điện phải được kiểm tra trước khi sử dụng, người làm việc với thiết bị điện phải được huấn luyện an toàn và phải có biện pháp chống rò rỉ điện."
Quy định về bảo vệ tài sản công trình xây dựng khi xảy ra sự cố là gì?,"Khi xảy ra sự cố, phải có biện pháp bảo vệ tài sản, phòng chống hư hỏng và phải có kế hoạch khắc phục sự cố kịp thời."
Những quy định về an toàn khi sử dụng xe ủi trong xây dựng là gì?,"Xe ủi phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ môi trường trong quá trình xây dựng khu công nghiệp là gì?,"Xây dựng khu công nghiệp phải có biện pháp giảm thiểu ô nhiễm, bảo vệ hệ sinh thái và xử lý chất thải đúng quy định."
Những quy định về an toàn khi làm việc với thiết bị cơ khí trong xây dựng là gì?,"Thiết bị cơ khí phải được kiểm tra trước khi sử dụng, người làm việc với thiết bị cơ khí phải được huấn luyện an toàn và phải có biện pháp bảo vệ khi có sự cố."
Quy định về bảo vệ sức khỏe người lao động khi làm việc trong môi trường độc hại là gì?,"Người lao động phải được trang bị bảo hộ, huấn luyện an toàn và phải có biện pháp bảo vệ khi làm việc trong môi trường độc hại."
Những quy định về an toàn khi sử dụng máy khoan trong xây dựng là gì?,"Máy khoan phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ tài sản công trình xây dựng khi xảy ra thiên tai là gì?,"Khi xảy ra thiên tai, phải có biện pháp bảo vệ tài sản, phòng chống hư hỏng và phải có kế hoạch khắc phục sự cố kịp thời."
Những quy định về an toàn khi làm việc với máy nén khí trong xây dựng là gì?,"Máy nén khí phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ môi trường trong quá trình xây dựng đường giao thông là gì?,"Xây dựng đường giao thông phải có biện pháp giảm thiểu ô nhiễm, bảo vệ hệ sinh thái và xử lý chất thải đúng quy định."
Những quy định về an toàn khi làm việc với cần trục trong xây dựng là gì?,"Cần trục phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ sức khỏe người lao động khi làm việc với hóa chất độc hại là gì?,"Người lao động phải được trang bị bảo hộ, huấn luyện an toàn và phải có biện pháp bảo vệ khi làm việc với hóa chất độc hại."
Những quy định về an toàn khi làm việc với thiết bị nâng trong xây dựng là gì?,"Thiết bị nâng phải được kiểm tra trước khi sử dụng, người làm việc với thiết bị nâng phải được huấn luyện an toàn và phải có biện pháp bảo vệ khi có sự cố."
Quy định về bảo vệ tài sản công trình xây dựng khi xảy ra cháy nổ là gì?,"Khi xảy ra cháy nổ, phải có biện pháp bảo vệ tài sản, phòng chống hư hỏng và phải có kế hoạch khắc phục sự cố kịp thời."
Những quy định về an toàn khi sử dụng máy phát điện trong xây dựng là gì?,"Máy phát điện phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ môi trường trong quá trình xây dựng đê điều là gì?,"Xây dựng đê điều phải có biện pháp giảm thiểu ô nhiễm, bảo vệ hệ sinh thái và xử lý chất thải đúng quy định."
Những quy định về an toàn khi làm việc với thiết bị cơ giới trong xây dựng là gì?,"Thiết bị cơ giới phải được kiểm tra trước khi sử dụng, người làm việc với thiết bị cơ giới phải được huấn luyện an toàn và phải có biện pháp bảo vệ khi có sự cố."
Quy định về bảo vệ sức khỏe người lao động khi làm việc trong môi trường nhiệt độ cao là gì?,"Người lao động phải được trang bị bảo hộ, huấn luyện an toàn và phải có biện pháp bảo vệ khi làm việc trong môi trường nhiệt độ cao."
Những quy định về an toàn khi sử dụng máy nghiền trong xây dựng là gì?,"Máy nghiền phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
Quy định về bảo vệ tài sản công trình xây dựng khi xảy ra lũ lụt là gì?,"Khi xảy ra lũ lụt, phải có biện pháp bảo vệ tài sản, phòng chống hư hỏng và phải có kế hoạch khắc phục sự cố kịp thời."
Những quy định về an toàn khi làm việc với thiết bị nâng hạ trong xây dựng là gì?,"Thiết bị nâng hạ phải được kiểm tra trước khi sử dụng, người làm việc với thiết bị nâng hạ phải được huấn luyện an toàn và phải có biện pháp bảo vệ khi có sự cố."
Quy định về bảo vệ môi trường trong quá trình xây dựng nhà máy là gì?,"Xây dựng nhà máy phải có biện pháp giảm thiểu ô nhiễm, bảo vệ hệ sinh thái và xử lý chất thải đúng quy định."
Những quy định về an toàn khi làm việc với máy cắt trong xây dựng là gì?,"Máy cắt phải được kiểm định định kỳ, người vận hành phải có chứng chỉ và phải tuân thủ các quy định về an toàn."
